BEP! Vietnamese Cuisine	231 Peachtree Street Suite FC-04, Atlanta, GA 30303	Vietnamese		4.3	https://www.google.com/maps/place/BEP!+Vietnamese+Cuisine/@33.760211,-84.4045915,14z/data=!4m9!1m2!2m1!1svietnamese+restaurant!3m5!1s0x88f505b1072c6f91:0x288c78f692ec50ba!8m2!3d33.760211!4d-84.387082!15sChV2aWV0bmFtZXNlIHJlc3RhdXJhbnRaFyIVdmlldG5hbWVzZSByZXN0YXVyYW50kgEKcmVzdGF1cmFudA
Pho 24 Atlantic Station	264 19th St NW # 2160, Atlanta, GA 30363	Vietnamese		3.6	https://www.google.com/maps/place/Pho+24+Atlantic+Station/@33.7930185,-84.4146045,14z/data=!4m9!1m2!2m1!1svietnamese+restaurant!3m5!1s0x88f505ca9c015a41:0x96f671cf8ff4195d!8m2!3d33.7930185!4d-84.397095!15sChV2aWV0bmFtZXNlIHJlc3RhdXJhbnRaFyIVdmlldG5hbWVzZSByZXN0YXVyYW50kgEVdmlldG5hbWVzZV9yZXN0YXVyYW50
Dua Vietnamese Noodle Soup	53 Broad St NW, Atlanta, GA 30303	Vietnamese	$	4.5	https://www.google.com/maps/place/Dua+Vietnamese+Noodle+Soup/@33.7555556,-84.4069539,14z/data=!4m9!1m2!2m1!1svietnamese+restaurant!3m5!1s0x88f50386e1106583:0xdbd9962f92a70afb!8m2!3d33.7555561!4d-84.3894449!15sChV2aWV0bmFtZXNlIHJlc3RhdXJhbnRaFyIVdmlldG5hbWVzZSByZXN0YXVyYW50kgEVdmlldG5hbWVzZV9yZXN0YXVyYW50
Pho King Express	18 Park Pl NE S, Atlanta, GA 30303	Vietnamese	$	4.4	https://www.google.com/maps/place/Pho+King+Express/@33.7555556,-84.4069539,14z/data=!4m9!1m2!2m1!1svietnamese+restaurant!3m5!1s0x88f503c35149ef63:0x44fbff6b057100e2!8m2!3d33.7540063!4d-84.3887649!15sChV2aWV0bmFtZXNlIHJlc3RhdXJhbnRaFyIVdmlldG5hbWVzZSByZXN0YXVyYW50kgEVdmlldG5hbWVzZV9yZXN0YXVyYW50
Crazy Cuban	290 14th St NW, Atlanta, GA 30318	Cuban	$	4.5	https://www.google.com/maps/place/Crazy+Cuban/@33.7874594,-84.4003756,14z/data=!3m1!5s0x88f504f5f7452e7f:0xf5f71ef1e38ba5ef!4m9!1m2!2m1!1scuban+restaurant!3m5!1s0x88f504f5f77217b7:0x706b13623df0d070!8m2!3d33.7860538!4d-84.3964795!15sChBjdWJhbiByZXN0YXVyYW50WhIiEGN1YmFuIHJlc3RhdXJhbnSSARBjdWJhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5WZDBwMk9EaDNSUkFC
Papi's Cuban & Caribbean Grill	216 Ponce De Leon Ave NE, Atlanta, GA 30308	Cuban	$	4.5	https://www.google.com/maps/place/Papi's+Cuban+%26+Caribbean+Grill/@33.7874594,-84.4003756,14z/data=!3m1!5s0x88f5046c27cf2de5:0x1fb8c1fb96a0f3e9!4m9!1m2!2m1!1scuban+restaurant!3m5!1s0x88f5046c28d0f5b3:0x93257ed792a693!8m2!3d33.7727304!4d-84.3803508!15sChBjdWJhbiByZXN0YXVyYW50WhIiEGN1YmFuIHJlc3RhdXJhbnSSARBjdWJhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU4zTjI5eVdURm5SUkFC
Beni's Cubano	Northeast FC, 231 Peachtree St #15, Atlanta, GA 30303	Cuban	$$	4.8	https://www.google.com/maps/place/Beni's+Cubano/@33.7602217,-84.4046871,14z/data=!4m9!1m2!2m1!1scuban+restaurant!3m5!1s0x88f504784a4de243:0xdf1c4906635514e1!8m2!3d33.7602217!4d-84.3871776!15sChBjdWJhbiByZXN0YXVyYW50WhIiEGN1YmFuIHJlc3RhdXJhbnSSARBjdWJhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF3WjFsVE16bG5SUkFC
Cubanos ATL	1235 Chattahoochee Ave NW, Atlanta, GA 30318	Cuban		3.5	https://www.google.com/maps/place/Cubanos+ATL/@33.8028215,-84.446101,14z/data=!4m9!1m2!2m1!1scuban+restaurant!3m5!1s0x88f5058b3edf060f:0xac9b8972f9f089ab!8m2!3d33.8028193!4d-84.4283817!15sChBjdWJhbiByZXN0YXVyYW50WhIiEGN1YmFuIHJlc3RhdXJhbnSSARBjdWJhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5oTTB4WVVYVjNSUkFC
Havana Sandwich Shop	2905 Buford Hwy NE, Atlanta, GA 30329	Cuban	$	4.6	https://www.google.com/maps/place/Havana+Sandwich+Shop/@33.832856,-84.3581325,14z/data=!3m1!5s0x88f50610f330f1b9:0xd2bce1c552840c16!4m9!1m2!2m1!1scuban+restaurant!3m5!1s0x88f50610f32fc149:0x3c581e621f62900a!8m2!3d33.8328646!4d-84.3406344!15sChBjdWJhbiByZXN0YXVyYW50WhIiEGN1YmFuIHJlc3RhdXJhbnSSARBjdWJhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJOYkVsaVNVTlJFQUU
La Fonda Latina	1025 Howell Mill Rd NW, Atlanta, GA 30318	Cuban	$	4.3	https://www.google.com/maps/place/La+Fonda+Latina/@33.832856,-84.3581325,14z/data=!4m9!1m2!2m1!1scuban+restaurant!3m5!1s0x88f504ecbb57bfa3:0xd639cb5414af3ead!8m2!3d33.7828732!4d-84.4113803!15sChBjdWJhbiByZXN0YXVyYW50WhIiEGN1YmFuIHJlc3RhdXJhbnSSARJ0ZXhfbWV4X3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmhaM0ZEVjJ4blJSQUI
Mami's La Cubana	579 N Central Ave, Atlanta, GA 30354	Cuban	$	4.5	https://www.google.com/maps/place/Mami's+La+Cubana/@33.6585233,-84.4255771,14z/data=!3m1!5s0x88f4fd6f8d34ccb3:0xa8c3bb0db2c2d4fb!4m9!1m2!2m1!1scuban+restaurant!3m5!1s0x88f4fd6ff320a6c9:0x2e2fe7ca0bd41945!8m2!3d33.658479!4d-84.4080964!15sChBjdWJhbiByZXN0YXVyYW50WhIiEGN1YmFuIHJlc3RhdXJhbnSSARBjdWJhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU56YlRjdFNGTjNFQUU
La Fonda Latina	923 Ponce De Leon Ave NE, Atlanta, GA 30306	Cuban	$	4.5	https://www.google.com/maps/place/La+Fonda+Latina/@33.7735119,-84.3746184,14z/data=!3m1!5s0x88f5041c297bacb9:0xe3e1edf71502772d!4m9!1m2!2m1!1scuban+restaurant!3m5!1s0x88f5041c2bfcb2e5:0xe7ac3947fe349a10!8m2!3d33.7735119!4d-84.3571089!15sChBjdWJhbiByZXN0YXVyYW50WhIiEGN1YmFuIHJlc3RhdXJhbnSSARlsYXRpbl9hbWVyaWNhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5wTTA1eVRITm5SUkFC
La Fonda Latina	1639 McLendon Ave NE, Atlanta, GA 30307	Cuban	$	4.5	https://www.google.com/maps/place/La+Fonda+Latina/@33.7646879,-84.3513134,14z/data=!3m1!5s0x88f506b7d209e623:0x43d52d5547e74c10!4m9!1m2!2m1!1scuban+restaurant!3m5!1s0x88f506b7d2111ccd:0xcb39f8bc73b180bf!8m2!3d33.7646933!4d-84.3338361!15sChBjdWJhbiByZXN0YXVyYW50WhIiEGN1YmFuIHJlc3RhdXJhbnSSARlsYXRpbl9hbWVyaWNhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJyTmkxRU1FbEJFQUU
La Fonda Latina	4427 Roswell Rd NE, Atlanta, GA 30342	Cuban	$	4.2	https://www.google.com/maps/place/La+Fonda+Latina/@33.8757889,-84.3975345,14z/data=!3m1!5s0x88f50f16b1c07b39:0xadc0b64b30893e1!4m9!1m2!2m1!1scuban+restaurant!3m5!1s0x88f50f145ba9559f:0xc880f565f55f3801!8m2!3d33.8757889!4d-84.380025!15sChBjdWJhbiByZXN0YXVyYW50WhIiEGN1YmFuIHJlc3RhdXJhbnSSARlsYXRpbl9hbWVyaWNhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU52YkdSaGRsUjNFQUU
